id1,artigotitle1,id2,artigotitle2
1968,TA B L E 1 Demographic characteristics and outcomes for the 3 participants Demographic and background clinical information Post-dose 1 Pre-dose 2 testing Post-dose 2 Post-dose 2 7-day electronic diary of symptoms Participants Age (Yrs) Sex Ethnicity Medical history Time to urticaria a Duration of urticaria Basophil activation test results a,2249,BÜHLMANN Laboratories AG. Flow CAST® Basophil Activation Test (BAT) Flow Cytometry
1968,TA B L E 1 Demographic characteristics and outcomes for the 3 participants Demographic and background clinical information Post-dose 1 Pre-dose 2 testing Post-dose 2 Post-dose 2 7-day electronic diary of symptoms Participants Age (Yrs) Sex Ethnicity Medical history Time to urticaria a Duration of urticaria Basophil activation test results a,716,Basophil activation test application in drug hypersensitivity diagnosis: an empirical approach
1968,TA B L E 1 Demographic characteristics and outcomes for the 3 participants Demographic and background clinical information Post-dose 1 Pre-dose 2 testing Post-dose 2 Post-dose 2 7-day electronic diary of symptoms Participants Age (Yrs) Sex Ethnicity Medical history Time to urticaria a Duration of urticaria Basophil activation test results a,3232,Basophil reactivity as biomarker in immediate drug hypersensitivity reactions-potential and limitations
1968,TA B L E 1 Demographic characteristics and outcomes for the 3 participants Demographic and background clinical information Post-dose 1 Pre-dose 2 testing Post-dose 2 Post-dose 2 7-day electronic diary of symptoms Participants Age (Yrs) Sex Ethnicity Medical history Time to urticaria a Duration of urticaria Basophil activation test results a,5678,Polyethylene glycol-induced systemic allergic reactions (anaphylaxis)
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,5213,The epidemiology and clinical information about COVID-19
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,4123,COVID-19: insight into the asymptomatic SARS-CoV-2 infection and transmission
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,3784,Asymptomatic patients as a source of COVID-19 infections: a systematic review and meta-analysis
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,410,Screening of healthcare workers for SARS-CoV-2 highlights the role of asymptomatic carriage in COVID-19 transmission
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,4309,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study"
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,3966,Clinical features of patients infected with 2019 novel coronavirus in Wuhan
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,2043,COVID-19 pathophysiology: a review
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,5868,Can symptoms of anosmia and dysgeusia be diagnostic for COVID-19?
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,5850,A Review of coronavirus disease-2019 (COVID-19)
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,4414,Diagnostic utility of clinical laboratory data determinations for patients with the severe COVID-19
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,3754,Coronavirus disease 2019 (COVID-19): a systematic review of imaging findings in 919 patients
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,5141,"SARS-CoV-2/COVID-19: viral genomics, epidemiology, vaccines, and therapeutic interventions"
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,814,COVID-19 vaccines: the status and perspectives in delivery points of view
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,1039,A Review of the progress and challenges of developing a vaccine for COVID-19
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,545,"Safety, tolerability, and immunogenicity of an inactivated SARS-CoV-2 vaccine in healthy adults aged 18-59 years: a randomized, double-blind, placebo-controlled, phase 1/2 clinical trial"
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,4592,Quantitation of antibodies against SARS-CoV-2 spike protein after two doses of CoronaVac in healthcare workers
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,3144,"Eficácia global da Coronavac é de 50,38%, anuncia governo paulista"
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,4948,"Safety and efficacy of the ChAdOx1 nCoV-19 vaccine (AZD1222) against SARS-CoV-2: an interim analysis of four randomised controlled trials in Brazil, South Africa, and the UK"
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,5788,Present yourself! By MHC Class I and MHC Class II molecules
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,2779,"Serological testing for COVID-19, immunological surveillance, and exploration of protective antibodies"
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,2536,Development of low-cost serological immunoassay to detect antiviral antibodies to SARSars-Cov-2 Spike protein
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,3751,Relation between COVID-19 and Guillain-Barré syndrome in adults. Systematic review
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,1331,Guillain-Barré syndrome associated with SARS-CoV-2
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,1036,The effectiveness of inactivated SARS-CoV-2 vaccine (CoronaVac) on antibody response in participants aged 65 years and older
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,5364,COVID-19 vaccine: side effects after the first dose of the Oxford AstraZeneca vaccine among health professionals in low-income country: Ethiopia
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,4637,Vaccine side-effects and SARS-CoV-2 infection after vaccination in users of the COVID symptom study app in the UK: a prospective observational study
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,953,SARS-CoV-2 seroprevalence and asymptomatic viral carriage in healthcare workers: a cross-sectional study
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,2589,SARS-CoV-2 seroprevalence and risk factors among health care workers: estimating the risk of COVID-19 dedicated units
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,2250,Vaccination and induction of autoimmune diseases
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,152,Immunemediated adverse reactions to vaccines
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,3079,"Guillain-Barre syndrome, influenza, and influenza vaccination: the epidemiologic evidence"
3592,Sequential IgG antibody monitoring for virus-inactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers,2543,Sequential IgG antibody monitoring for virusinactivated and adenovirus-vectored COVID-19 vaccine in Brazilian healthcare workers
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,5353,High contagiousness and rapid spread of severe acute respiratory syndrome coronavirus 2
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,858,World Health Organization. WHO coronavirus disease (COVID-19) dashboard. 2021
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,1236,The impact of the COVID-19 pandemic on medical education
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,3505,"Emotional, behavioral, and psychological impact of the COVID-19 pandemic"
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,1425,Observed impacts of the COVID-19 pandemic on global trade
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,3347,World Health Organization. Draft landscape of COVID-19 candidate vaccines
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,1031,World Health Organization. COVID-19 advice for the public: Getting vaccinated
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,82,Viral targets for vaccines against COVID-19
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,3338,Current status of COVID-19 vaccine development: focusing on antigen design and clinical trials on later stages
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,5341,Approaches and challenges in SARS-CoV-2 vaccine development
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,5352,Overview of approved and upcoming vaccines for SARS-CoV-2: a living review
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,2859,"Safety, tolerability, and immunogenicity of an inactivated SARS-CoV-2 vaccine in healthy adults aged 18-59 years: a randomised, double-blind, placebocontrolled, phase 1/2 clinical trial"
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,4538,"Safety, tolerability, and immunogenicity of an inactivated SARS-CoV-2 vaccine (CoronaVac) in healthy adults aged 60 years and older: a randomised, double-blind, placebocontrolled, phase 1/2 clinical trial"
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,4461,World Health Organization. Covid-19 vero cell inactivated
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,3388,Development of an inactivated vaccine candidate for SARS-CoV-2
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,183,Antibody-dependent enhancement and SARS-CoV-2 vaccines and therapies
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,5413,"Efficacy and safety of an inactivated whole-virion SARS-CoV-2 vaccine (CoronaVac): interim results of a double-blind, randomised, placebo-controlled, phase 3 trial in Turkey"
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,404,"Food and Drug Administration, Ministry of Public Health, Thailand. Details of Medicinal Product"
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,5275,Detection of SARS-CoV-2-specific antibodies via rapid diagnostic immunoassays in COVID-19 patients
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,33,Effect of an inactivated vaccine against SARS-CoV-2 on safety and immunogenicity outcomes: interim analysis of 2 randomized clinical trials
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,4659,ChAdOx1 nCoV-19 (AZD1222) vaccine candidate significantly reduces SARS-CoV-2 shedding in ferrets
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,3975,Comparison of SARS-CoV-2 antibody response following vaccination with BNT162b2 and mRNA-1273
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,195,"Safety and immunogenicity of ChAdOx1 nCoV-19 vaccine administered in a prime-boost regimen in young and old adults (COV002): a singleblind, randomised, controlled, phase 2/3 trial"
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,1724,Efficacy and safety of the mRNA-1273 SARS-CoV-2 vaccine
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,5815,Safety and efficacy of the BNT162b2 mRNA Covid-19 Vaccine
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,5600,Quantitative SARS-CoV-2 antispike responses to Pfizer-BioNTech and Oxford-AstraZeneca vaccines by previous infection status
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,4592,Quantitation of antibodies against SARS-CoV-2 spike protein after two doses of CoronaVac in healthcare workers
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,419,Correlates of protection against SARS-CoV-2 in rhesus macaques
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,501,Antibody status and incidence of SARS-CoV-2 infection in health care workers
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,2267,Evidence for antibody as a protective correlate for COVID-19 vaccines
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,3725,Rapid decline of neutralizing antibodies against SARS-CoV-2 among infected healthcare workers
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,941,Antibody response to SARS-CoV-2 infection in humans: a systematic review
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,4874,A preliminary study on serological assay for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in 238 admitted hospital patients
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,4406,Longitudinal assessment of anti-SARS-CoV-2 immune responses for six months based on the clinical severity of COVID-19
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,1669,Evolution of antibody responses up to 13 months after SARS-CoV-2 infection and risk of reinfection
2116,Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,5099,Immunological memory to SARS-CoV-2 assessed for up to 8 months after infection
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",3485,A novel coronavirus from patients with pneumonia in China
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",4051,Immune responses to SARS-CoV-2 among patients with cancer: what can seropositivity tell us?
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",4607,• Comment about seropositivity in cancer patients
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",4906,WHO. WHO coronavirus (COVID-19) dashboard
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",5258,Cancer patients in SARS-CoV-2 infection: a nationwide analysis in China
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",5758,Determinants of COVID-19 disease severity in patients with cancer
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",2333,SARS-CoV-2 infection in the Italian Veneto region: adverse outcomes in patients with cancer
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",5450,Mortality in patients with cancer and coronavirus disease 2019: a systematic review and pooled analysis of 52 studies
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",2637,COVID-19 and cancer: current challenges and perspectives
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",5205,Impact of the COVID-19 pandemic on surgical oncology in Europe: results of a European survey
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",4650,Delays and disruptions in cancer health care due to COVID-19 pandemic: systematic review
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",513,"Estimated impact of the COVID-19 pandemic on cancer services and excess 1-year mortality in people with cancer and multimorbidity: near real-time data on cancer care, cancer deaths and a population-based cohort study"
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",486,Prevalence and outcome of COVID-19 infection in cancer patients: a National Veterans Affairs study
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",1276,Clinical impact of COVID-19 on patients with cancer (CCC19): a cohort study
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",4088,SARS-CoV-2 testing for asymptomatic adult cancer patients before initiating systemic treatments: a systematic review
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",5493,National Comprehensive Cancer Network. Recommendations of the NCCN COVID-19 vaccination advisory committee
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",5784,Lower detection rates of SARS-COV2 antibodies in cancer patients versus health care workers after symptomatic COVID-19
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",1787,•• Study which evaluated antibody development in cancer patients after COVID-19 infection
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",4045,"Safety and immunogenicity of an inactivated SARS-CoV-2 vaccine, BBIBP-CorV: a randomized, double-blind, placebo-controlled, Phase 1/2 trial"
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",3880,"Efficacy and safety of an inactivated whole-virion SARS-CoV-2 vaccine (CoronaVac): interim results of a double-blind, randomized, placebo-controlled, Phase 3 trial in Turkey"
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",2672,•• Study which evaluated the efficacy and safety profile of CoronaVac
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",500,Safety and efficacy of the BNT162b2 mRNA COVID-19 vaccine
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",6014,Immunogenicity and safety of the inactivated SARS-CoV-2 vaccine (BBIBP-CorV) in patients with malignancy
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",4616,• Study which evaluated the efficacy and safety profile of CoronaVac in cancer patients
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",3358,Evaluation of seropositivity following BNT162b2 messenger RNA vaccination for SARS-CoV-2 in patients undergoing treatment for cancer
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",2334,• Study which evaluated the mRNA vaccine BNT162b2 in cancer patients
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",5244,SARS-CoV-2-Immnuoassays
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",1911,AdviseDx SARS-CoV-2 IgG II package insert
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",4228,Impaired antibody response to pneumococcal vaccine after treatment for Hodgkin's disease
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",1124,Influenza vaccination in patients with breast cancer: a case-series analysis
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",670,SARS-CoV-2 vaccines in development
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",4627,Association of SARS-CoV-2 seropositive antibody test with risk of future infection
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",969,Immunological surrogate endpoints of COVID-2019 vaccines: the evidence we have versus the evidence we need
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",5885,COVID-19 vaccine BNT162b1 elicits human antibody and TH1 T cell responses
5635,"Efficacy and safety profile of COVID-19 vaccine in cancer patients: a prospective, multicenter cohort study",3247,Epub ahead of print) future science group
1,,1573,BNT162b2 mRNA COVID-19 Vaccine Effectiveness among Health Care Workers
1,,4692,Antibody Responses after a Single Dose of SARS-CoV-2 mRNA Vaccine
1,,1211,Early Evidence of the Effect of SARS-CoV-2 Vaccine at One Medical Center
1,,2133,Vaccine Breakthrough Infections with SARS-CoV-2 Variants
1,,3611,Assessment of protection against reinfection with SARS-CoV-2 among 4 million PCR-tested individuals in Denmark in 2020: a population-level observational study
1,,1145,SARS-CoV-2 Infection after Vaccination in Health Care Workers in California
1,,2047,COVID-19 dynamics after a national immunization program in Israel
1,,3944,Increased resistance of SARS-CoV-2 variant P.1 to antibody neutralization
5498,Aerosolized Ad5-nCoV booster vaccination elicited potent immune response against the SARS-CoV-2 Omicron variant after inactivated COVID-19 vaccine priming,3846,Heterologous AD5-nCOV plus CoronaVac versus homologous CoronaVac vaccination: a randomized phase 4 trial
5498,Aerosolized Ad5-nCoV booster vaccination elicited potent immune response against the SARS-CoV-2 Omicron variant after inactivated COVID-19 vaccine priming,5111,"Safety, tolerability, and immunogenicity of an aerosolised adenovirus type-5 vector-based COVID-19"
5498,Aerosolized Ad5-nCoV booster vaccination elicited potent immune response against the SARS-CoV-2 Omicron variant after inactivated COVID-19 vaccine priming,5901,Ad5-nCoV) in adults: preliminary report of an open-label and randomised phase 1 clinical trial. The Lancet. Infectious diseases 21
5498,Aerosolized Ad5-nCoV booster vaccination elicited potent immune response against the SARS-CoV-2 Omicron variant after inactivated COVID-19 vaccine priming,3134,Homologous and Heterologous Covid-19 Booster Vaccinations
5498,Aerosolized Ad5-nCoV booster vaccination elicited potent immune response against the SARS-CoV-2 Omicron variant after inactivated COVID-19 vaccine priming,2260,Omicron extensively but incompletely escapes Pfizer BNT162b2 neutralization
5498,Aerosolized Ad5-nCoV booster vaccination elicited potent immune response against the SARS-CoV-2 Omicron variant after inactivated COVID-19 vaccine priming,2619,SARS-CoV-2 Omicron Variant Neutralization after mRNA-1273 Booster Vaccination
5498,Aerosolized Ad5-nCoV booster vaccination elicited potent immune response against the SARS-CoV-2 Omicron variant after inactivated COVID-19 vaccine priming,1044,"International license It is made available under a is the author/funder, who has granted medRxiv a license to display the preprint in perpetuity. (which was not certified by peer review) The copyright holder for this preprint this version posted"
5498,Aerosolized Ad5-nCoV booster vaccination elicited potent immune response against the SARS-CoV-2 Omicron variant after inactivated COVID-19 vaccine priming,4865,mRNA booster immunization elicits potent neutralizing serum activity against the SARS-CoV-2 Omicron variant
5498,Aerosolized Ad5-nCoV booster vaccination elicited potent immune response against the SARS-CoV-2 Omicron variant after inactivated COVID-19 vaccine priming,4409,Neutralizing antibodies against the SARS-CoV-2 Omicron variant following homologous and heterologous CoronaVac or BNT162b2 vaccination
5498,Aerosolized Ad5-nCoV booster vaccination elicited potent immune response against the SARS-CoV-2 Omicron variant after inactivated COVID-19 vaccine priming,2528,"Balazs, mRNA-based COVID-19 vaccine boosters induce neutralizing immunity against SARS-CoV-2 Omicron variant"
5498,Aerosolized Ad5-nCoV booster vaccination elicited potent immune response against the SARS-CoV-2 Omicron variant after inactivated COVID-19 vaccine priming,949,"Affinity maturation of SARS-CoV-2 neutralizing antibodies confers potency, breadth, and resilience to viral escape mutations"
5498,Aerosolized Ad5-nCoV booster vaccination elicited potent immune response against the SARS-CoV-2 Omicron variant after inactivated COVID-19 vaccine priming,3344,Memory B cell repertoire from triple vaccinees against diverse SARS-CoV-2 variants
5498,Aerosolized Ad5-nCoV booster vaccination elicited potent immune response against the SARS-CoV-2 Omicron variant after inactivated COVID-19 vaccine priming,5714,The T cell immune response against SARS-CoV-2
5498,Aerosolized Ad5-nCoV booster vaccination elicited potent immune response against the SARS-CoV-2 Omicron variant after inactivated COVID-19 vaccine priming,4923,"International license It is made available under a is the author/funder, who has granted medRxiv a license to display the preprint in perpetuity"
5498,Aerosolized Ad5-nCoV booster vaccination elicited potent immune response against the SARS-CoV-2 Omicron variant after inactivated COVID-19 vaccine priming,5891,"Safety and immunogenicity of seven COVID-19 vaccines as a third dose (booster) following two doses of ChAdOx1 nCov-19 or BNT162b2 in the UK (COV-BOOST): a blinded, multicentre, randomised, controlled, phase 2 trial"
5498,Aerosolized Ad5-nCoV booster vaccination elicited potent immune response against the SARS-CoV-2 Omicron variant after inactivated COVID-19 vaccine priming,166,Mucosal immune response in BNT162b2 COVID-19 vaccine recipients
5498,Aerosolized Ad5-nCoV booster vaccination elicited potent immune response against the SARS-CoV-2 Omicron variant after inactivated COVID-19 vaccine priming,688,Nasal and Salivary Mucosal Humoral Immune Response Elicited by mRNA BNT162b2 COVID-19 Vaccine Compared to SARS
5498,Aerosolized Ad5-nCoV booster vaccination elicited potent immune response against the SARS-CoV-2 Omicron variant after inactivated COVID-19 vaccine priming,3746,Kinetics and correlates of the neutralizing antibody response to SARS-CoV-2 infection in humans
5498,Aerosolized Ad5-nCoV booster vaccination elicited potent immune response against the SARS-CoV-2 Omicron variant after inactivated COVID-19 vaccine priming,1855,Antibody Persistence through 6 Months after the Second Dose of mRNA-1273 Vaccine for Covid-19
4408,Neutralisation of SARS-CoV-2 lineage P.1 by antibodies elicited through natural SARS-CoV-2 infection or vaccination with an inactivated SARS-CoV-2 vaccine: an immunological study,6143,"MRA and PPB were supported by Coordination for the Improvement of Higher Education Personnel (88887.356527/2019-00) fellowships, and DAT-T and LSM were supported by CNPq fellowships"
4408,Neutralisation of SARS-CoV-2 lineage P.1 by antibodies elicited through natural SARS-CoV-2 infection or vaccination with an inactivated SARS-CoV-2 vaccine: an immunological study,1409,MSD was supported by a grant from the National Institutes of Health (U01 grant AI151810). We thank Wendy Barclay for helpful discussions
4408,Neutralisation of SARS-CoV-2 lineage P.1 by antibodies elicited through natural SARS-CoV-2 infection or vaccination with an inactivated SARS-CoV-2 vaccine: an immunological study,2242,"all blood donors, vaccinated individuals, and SARS-CoV-2 patients who provided clinical specimens for this study"
4408,Neutralisation of SARS-CoV-2 lineage P.1 by antibodies elicited through natural SARS-CoV-2 infection or vaccination with an inactivated SARS-CoV-2 vaccine: an immunological study,2481,Thermo Fisher Scientific for provision of an EVOS inverted microscope for the biosafety level 3 facility at the Emerging Viruses Laboratory; the National Institute of Science and Technology of Photonics Applied to Cell Biology for confocal microscopy analysis; UNICAMP-Task-Force against COVID-19
4408,Neutralisation of SARS-CoV-2 lineage P.1 by antibodies elicited through natural SARS-CoV-2 infection or vaccination with an inactivated SARS-CoV-2 vaccine: an immunological study,626,for technical support; all individuals involved in the diagnosis and generation of SARS-CoV-2 sequences as part of the CADDE-Genomic-Network; and the MCTI and all members of the Corona-ômica network for support
4408,Neutralisation of SARS-CoV-2 lineage P.1 by antibodies elicited through natural SARS-CoV-2 infection or vaccination with an inactivated SARS-CoV-2 vaccine: an immunological study,4654,A new coronavirus associated with human respiratory disease in China
4408,Neutralisation of SARS-CoV-2 lineage P.1 by antibodies elicited through natural SARS-CoV-2 infection or vaccination with an inactivated SARS-CoV-2 vaccine: an immunological study,4906,WHO. WHO coronavirus (COVID-19) dashboard
4408,Neutralisation of SARS-CoV-2 lineage P.1 by antibodies elicited through natural SARS-CoV-2 infection or vaccination with an inactivated SARS-CoV-2 vaccine: an immunological study,1142,A dynamic nomenclature proposal for SARS-CoV-2 lineages to assist genomic epidemiology
4408,Neutralisation of SARS-CoV-2 lineage P.1 by antibodies elicited through natural SARS-CoV-2 infection or vaccination with an inactivated SARS-CoV-2 vaccine: an immunological study,5899,SARS-CoV-2 D614G variant exhibits efficient replication ex vivo and transmission in vivo
4408,Neutralisation of SARS-CoV-2 lineage P.1 by antibodies elicited through natural SARS-CoV-2 infection or vaccination with an inactivated SARS-CoV-2 vaccine: an immunological study,755,A neutralizing human antibody binds to the N-terminal domain of the spike protein of SARS-CoV-2
4408,Neutralisation of SARS-CoV-2 lineage P.1 by antibodies elicited through natural SARS-CoV-2 infection or vaccination with an inactivated SARS-CoV-2 vaccine: an immunological study,1147,Mapping neutralizing and immunodominant sites on the SARS-CoV-2 spike receptor-binding domain by structure-guided high-resolution serology
4408,Neutralisation of SARS-CoV-2 lineage P.1 by antibodies elicited through natural SARS-CoV-2 infection or vaccination with an inactivated SARS-CoV-2 vaccine: an immunological study,761,Circulating SARS-CoV-2 spike N439K variants maintain fitness while evading antibody-mediated immunity
4408,Neutralisation of SARS-CoV-2 lineage P.1 by antibodies elicited through natural SARS-CoV-2 infection or vaccination with an inactivated SARS-CoV-2 vaccine: an immunological study,2979,mRNA vaccine-elicited antibodies to SARS-CoV-2 and circulating variants
