institution1,institution2,num
Fondazione IRCCS Ca' Grande Ospedale Maggiore Policlinico and University of Milan,George Papanicolaou Hospital,1
Fondazione IRCCS Ca' Grande Ospedale Maggiore Policlinico and University of Milan,Université catholique de Louvain,2
Albert Einstein College of Medicine,Fondazione IRCCS Ca' Grande Ospedale Maggiore Policlinico and University of Milan,1
Fondazione IRCCS Ca' Grande Ospedale Maggiore Policlinico and University of Milan,University of North Carolina at Chapel Hill,1
Besancon University Hospital,Hospital Universitario Ramón y Cajal,1
Barts Cancer Institute,Hospital Universitario Ramón y Cajal,1
Beth Israel Deaconess Medical Center Harvard Medical School,Hospital Universitario Ramón y Cajal,1
Beth Israel Deaconess Medical Center,Hospital Universitario Ramón y Cajal,1
Hospital Universitario Ramón y Cajal,Université Catholique de Louvain,1
Hospital Universitario Ramón y Cajal,IRCCS Ospedale San Raffaele,1
George Papanicolaou Hospital,Hospital Universitario Ramón y Cajal,1
Hospital Universitario Ramón y Cajal,Université catholique de Louvain,2
Albert Einstein College of Medicine,Hospital Universitario Ramón y Cajal,1
Hospital Universitario Ramón y Cajal,University of North Carolina at Chapel Hill,1
Barts Cancer Institute,Besancon University Hospital,1
Besancon University Hospital,Beth Israel Deaconess Medical Center Harvard Medical School,1
Besancon University Hospital,Beth Israel Deaconess Medical Center,1
Besancon University Hospital,Université Catholique de Louvain,1
Besancon University Hospital,IRCCS Ospedale San Raffaele,1
Besancon University Hospital,George Papanicolaou Hospital,1
Besancon University Hospital,Université catholique de Louvain,2
Albert Einstein College of Medicine,Besancon University Hospital,1
Besancon University Hospital,University of North Carolina at Chapel Hill,1
Barts Cancer Institute,Beth Israel Deaconess Medical Center Harvard Medical School,1
Barts Cancer Institute,Beth Israel Deaconess Medical Center,1
Barts Cancer Institute,Université Catholique de Louvain,1
Barts Cancer Institute,IRCCS Ospedale San Raffaele,1
Barts Cancer Institute,George Papanicolaou Hospital,1
Barts Cancer Institute,Université catholique de Louvain,2
Albert Einstein College of Medicine,Barts Cancer Institute,1
Barts Cancer Institute,University of North Carolina at Chapel Hill,1
Beth Israel Deaconess Medical Center,Beth Israel Deaconess Medical Center Harvard Medical School,1
Beth Israel Deaconess Medical Center Harvard Medical School,Université Catholique de Louvain,1
Beth Israel Deaconess Medical Center Harvard Medical School,IRCCS Ospedale San Raffaele,1
Beth Israel Deaconess Medical Center Harvard Medical School,George Papanicolaou Hospital,1
Beth Israel Deaconess Medical Center Harvard Medical School,Université catholique de Louvain,2
Albert Einstein College of Medicine,Beth Israel Deaconess Medical Center Harvard Medical School,1
Beth Israel Deaconess Medical Center Harvard Medical School,University of North Carolina at Chapel Hill,1
Beth Israel Deaconess Medical Center,Université Catholique de Louvain,1
Beth Israel Deaconess Medical Center,IRCCS Ospedale San Raffaele,1
Beth Israel Deaconess Medical Center,George Papanicolaou Hospital,1
Beth Israel Deaconess Medical Center,Université catholique de Louvain,2
Albert Einstein College of Medicine,Beth Israel Deaconess Medical Center,1
Beth Israel Deaconess Medical Center,University of North Carolina at Chapel Hill,1
IRCCS Ospedale San Raffaele,Université Catholique de Louvain,1
George Papanicolaou Hospital,Université Catholique de Louvain,1
Université Catholique de Louvain,Université catholique de Louvain,2
Albert Einstein College of Medicine,Université Catholique de Louvain,1
University of North Carolina at Chapel Hill,Université Catholique de Louvain,1
George Papanicolaou Hospital,IRCCS Ospedale San Raffaele,1
IRCCS Ospedale San Raffaele,Université catholique de Louvain,2
Albert Einstein College of Medicine,IRCCS Ospedale San Raffaele,1
IRCCS Ospedale San Raffaele,University of North Carolina at Chapel Hill,1
George Papanicolaou Hospital,Université catholique de Louvain,2
Albert Einstein College of Medicine,George Papanicolaou Hospital,1
George Papanicolaou Hospital,University of North Carolina at Chapel Hill,1
Albert Einstein College of Medicine,Université catholique de Louvain,2
University of North Carolina at Chapel Hill,Université catholique de Louvain,2
Albert Einstein College of Medicine,University of North Carolina at Chapel Hill,1
Harvard Medical School,Massachusetts General Hospital,4
University of Cincinnati Cancer Center,University of Connecticut,3
McGill University,University of Cincinnati Cancer Center,3
University of Cincinnati Cancer Center,Vanderbilt University Medical Center,9
University of Cincinnati Cancer Center,University of Colorado,3
National Cancer Institute,University of Cincinnati Cancer Center,3
University of Cincinnati Cancer Center,University of Miami,3
University of Cincinnati Cancer Center,University of Washington Seattle Cancer Care Alliance,3
Aurora Cancer Care,University of Cincinnati Cancer Center,3
CenterCase Western Reserve University,University of Cincinnati Cancer Center,3
McGill University,University of Connecticut,1
University of Connecticut,Vanderbilt University Medical Center,3
University of Colorado,University of Connecticut,1
National Cancer Institute,University of Connecticut,1
University of Connecticut,University of Miami,1
University of Connecticut,University of Washington Seattle Cancer Care Alliance,1
Aurora Cancer Care,University of Connecticut,1
CenterCase Western Reserve University,University of Connecticut,1
McGill University,Vanderbilt University Medical Center,3
McGill University,University of Colorado,1
McGill University,National Cancer Institute,1
McGill University,University of Miami,1
McGill University,University of Washington Seattle Cancer Care Alliance,1
Aurora Cancer Care,McGill University,1
CenterCase Western Reserve University,McGill University,1
University of Colorado,Vanderbilt University Medical Center,3
National Cancer Institute,Vanderbilt University Medical Center,3
University of Miami,Vanderbilt University Medical Center,3
University of Washington Seattle Cancer Care Alliance,Vanderbilt University Medical Center,3
Aurora Cancer Care,Vanderbilt University Medical Center,3
CenterCase Western Reserve University,Vanderbilt University Medical Center,3
National Cancer Institute,University of Colorado,1
University of Colorado,University of Miami,1
University of Colorado,University of Washington Seattle Cancer Care Alliance,1
Aurora Cancer Care,University of Colorado,1
CenterCase Western Reserve University,University of Colorado,1
National Cancer Institute,University of Miami,1
National Cancer Institute,University of Washington Seattle Cancer Care Alliance,1
Aurora Cancer Care,National Cancer Institute,1
CenterCase Western Reserve University,National Cancer Institute,1
University of Miami,University of Washington Seattle Cancer Care Alliance,1
Aurora Cancer Care,University of Miami,1
CenterCase Western Reserve University,University of Miami,1
Aurora Cancer Care,University of Washington Seattle Cancer Care Alliance,1
CenterCase Western Reserve University,University of Washington Seattle Cancer Care Alliance,1
Aurora Cancer Care,CenterCase Western Reserve University,1
Janssen Vaccines and Prevention B.V,Leiden University Medical Center,76
Harvard Medical School,Janssen Vaccines and Prevention B.V,19
Harvard Medical School,Leiden University Medical Center,4
Northwestern University Feinberg School of Medicine,The University of Texas at Austin Dell Medical School,7
Northwestern University Feinberg School of Medicine,Robert H. Lurie Comprehensive Cancer Center,77
Northwestern University,Northwestern University Feinberg School of Medicine,7
Robert H. Lurie Comprehensive Cancer Center,The University of Texas at Austin Dell Medical School,11
Northwestern University,The University of Texas at Austin Dell Medical School,1
Northwestern University,Robert H. Lurie Comprehensive Cancer Center,11
Azienda Ospedaliera Universitaria Pisana,CHU Liège,64
Azienda Ospedaliera Universitaria Pisana,CHU Liège and University of Liège,32
CHU Liège,CHU Liège and University of Liège,2
Hospital Universitario,"Universidad Autonoma de Nuevo Leon, Hospital Universitario ""Dr. José Eleuterio Gonzalez""",21
Universidad,"Universidad Autonoma de Nuevo Leon, Hospital Universitario ""Dr. José Eleuterio Gonzalez""",7
Hospital Universitario,Universidad,3
Hospital Duran i Reynals,"Hospital Duran i Reynals, L'Hospitalet De Llobregat",4
"Hospital Duran i Reynals, L'Hospitalet De Llobregat",IDIBELL,1
"Hospital Duran i Reynals, L'Hospitalet De Llobregat",Hospital Duran i Reynals. IDIBELL,1
"Hospital Duran i Reynals, L'Hospitalet De Llobregat",Hospital de la Santa Creu i Sant Pau,3
"Hospital Duran i Reynals, L'Hospitalet De Llobregat",Hospital Germans Trias i Pujol,4
"Hospital Duran i Reynals, L'Hospitalet De Llobregat",University Hospital Josep Trueta,2
"Hospital Duran i Reynals, L'Hospitalet De Llobregat",ICO -Hospital Doctor Josep Trueta,1
"Hospital Duran i Reynals, L'Hospitalet De Llobregat",University Hospital Joan XXIII,2
American University of Beyrouth,"Hospital Duran i Reynals, L'Hospitalet De Llobregat",1
Hospital Duran i Reynals,IDIBELL,4
Hospital Duran i Reynals,Hospital Duran i Reynals. IDIBELL,4
Hospital Duran i Reynals,Hospital de la Santa Creu i Sant Pau,12
Hospital Duran i Reynals,Hospital Germans Trias i Pujol,16
Hospital Duran i Reynals,University Hospital Josep Trueta,8
Hospital Duran i Reynals,ICO -Hospital Doctor Josep Trueta,4
Hospital Duran i Reynals,University Hospital Joan XXIII,8
American University of Beyrouth,Hospital Duran i Reynals,4
Hospital Duran i Reynals. IDIBELL,IDIBELL,1
Hospital de la Santa Creu i Sant Pau,IDIBELL,3
Hospital Germans Trias i Pujol,IDIBELL,4
IDIBELL,University Hospital Josep Trueta,2
ICO -Hospital Doctor Josep Trueta,IDIBELL,1
IDIBELL,University Hospital Joan XXIII,2
American University of Beyrouth,IDIBELL,1
Hospital Duran i Reynals. IDIBELL,Hospital de la Santa Creu i Sant Pau,3
Hospital Duran i Reynals. IDIBELL,Hospital Germans Trias i Pujol,4
Hospital Duran i Reynals. IDIBELL,University Hospital Josep Trueta,2
Hospital Duran i Reynals. IDIBELL,ICO -Hospital Doctor Josep Trueta,1
Hospital Duran i Reynals. IDIBELL,University Hospital Joan XXIII,2
American University of Beyrouth,Hospital Duran i Reynals. IDIBELL,1
Hospital Germans Trias i Pujol,Hospital de la Santa Creu i Sant Pau,12
Hospital de la Santa Creu i Sant Pau,University Hospital Josep Trueta,6
Hospital de la Santa Creu i Sant Pau,ICO -Hospital Doctor Josep Trueta,3
Hospital de la Santa Creu i Sant Pau,University Hospital Joan XXIII,6
American University of Beyrouth,Hospital de la Santa Creu i Sant Pau,3
Hospital Germans Trias i Pujol,University Hospital Josep Trueta,8
Hospital Germans Trias i Pujol,ICO -Hospital Doctor Josep Trueta,4
Hospital Germans Trias i Pujol,University Hospital Joan XXIII,8
American University of Beyrouth,Hospital Germans Trias i Pujol,4
ICO -Hospital Doctor Josep Trueta,University Hospital Josep Trueta,2
University Hospital Joan XXIII,University Hospital Josep Trueta,4
American University of Beyrouth,University Hospital Josep Trueta,2
ICO -Hospital Doctor Josep Trueta,University Hospital Joan XXIII,2
American University of Beyrouth,ICO -Hospital Doctor Josep Trueta,1
American University of Beyrouth,University Hospital Joan XXIII,2
Guy's and St Thomas' Hospital,Thomas NHS Foundation Trust,2
Fred Hutchinson Cancer Research Center,TIMC-IMAG / BCM,13
Fred Hutchinson Cancer Research Center,University of North Carolina at Chapel Hill,13
TIMC-IMAG / BCM,University of North Carolina at Chapel Hill,1
Hackensack Meridian Health,Vanderbilt University School of Medicine,1
Mayo Clinic,Vanderbilt University School of Medicine,1
Vanderbilt University School of Medicine,Yale University and Yale Cancer Center,1
Fred Hutchinson Cancer Research Center,Vanderbilt University School of Medicine,1
University of Texas Southwestern Medical Center,Vanderbilt University School of Medicine,1
University of Ottawa,Vanderbilt University School of Medicine,1
Queen Elizabeth II Health Sciences Centre,Vanderbilt University School of Medicine,1
Oregon Health & Science University,Vanderbilt University School of Medicine,1
University of Alberta,Vanderbilt University School of Medicine,1
Gabrail Cancer Center Research,Vanderbilt University School of Medicine,1
Norton Cancer Institute,Vanderbilt University School of Medicine,1
University of Chicago,Vanderbilt University School of Medicine,1
The University of Texas,Vanderbilt University School of Medicine,2
Johns Hopkins University Hospital,Vanderbilt University School of Medicine,1
University of Southern California,Vanderbilt University School of Medicine,1
Cornell University New York-Presbyterian Hospital,Vanderbilt University School of Medicine,1
Sunnybrook Health Sciences Centre,Vanderbilt University School of Medicine,1
Boca Raton Clinical Research,Vanderbilt University School of Medicine,1
McMaster University,Vanderbilt University School of Medicine,1
"Astex Pharmaceuticals, Inc",Vanderbilt University School of Medicine,3
Hackensack Meridian Health,Mayo Clinic,1
Hackensack Meridian Health,Yale University and Yale Cancer Center,1
Fred Hutchinson Cancer Research Center,Hackensack Meridian Health,1
Hackensack Meridian Health,University of Texas Southwestern Medical Center,1
Hackensack Meridian Health,University of Ottawa,1
Hackensack Meridian Health,Queen Elizabeth II Health Sciences Centre,1
Hackensack Meridian Health,Oregon Health & Science University,1
Hackensack Meridian Health,University of Alberta,1
Gabrail Cancer Center Research,Hackensack Meridian Health,1
Hackensack Meridian Health,Norton Cancer Institute,1
Hackensack Meridian Health,University of Chicago,1
Hackensack Meridian Health,The University of Texas,2
Hackensack Meridian Health,Johns Hopkins University Hospital,1
Hackensack Meridian Health,University of Southern California,1
Cornell University New York-Presbyterian Hospital,Hackensack Meridian Health,1
Hackensack Meridian Health,Sunnybrook Health Sciences Centre,1
Boca Raton Clinical Research,Hackensack Meridian Health,1
Hackensack Meridian Health,McMaster University,1
"Astex Pharmaceuticals, Inc",Hackensack Meridian Health,3
Mayo Clinic,Yale University and Yale Cancer Center,1
Fred Hutchinson Cancer Research Center,Mayo Clinic,1
Mayo Clinic,University of Texas Southwestern Medical Center,1
Mayo Clinic,University of Ottawa,1
Mayo Clinic,Queen Elizabeth II Health Sciences Centre,1
Mayo Clinic,Oregon Health & Science University,1
Mayo Clinic,University of Alberta,1
Gabrail Cancer Center Research,Mayo Clinic,1
Mayo Clinic,Norton Cancer Institute,1
Mayo Clinic,University of Chicago,1
Mayo Clinic,The University of Texas,2
Johns Hopkins University Hospital,Mayo Clinic,1
Mayo Clinic,University of Southern California,1
Cornell University New York-Presbyterian Hospital,Mayo Clinic,1
Mayo Clinic,Sunnybrook Health Sciences Centre,1
Boca Raton Clinical Research,Mayo Clinic,1
Mayo Clinic,McMaster University,1
"Astex Pharmaceuticals, Inc",Mayo Clinic,3
Fred Hutchinson Cancer Research Center,Yale University and Yale Cancer Center,1
University of Texas Southwestern Medical Center,Yale University and Yale Cancer Center,1
University of Ottawa,Yale University and Yale Cancer Center,1
Queen Elizabeth II Health Sciences Centre,Yale University and Yale Cancer Center,1
Oregon Health & Science University,Yale University and Yale Cancer Center,1
University of Alberta,Yale University and Yale Cancer Center,1
Gabrail Cancer Center Research,Yale University and Yale Cancer Center,1
Norton Cancer Institute,Yale University and Yale Cancer Center,1
University of Chicago,Yale University and Yale Cancer Center,1
The University of Texas,Yale University and Yale Cancer Center,2
Johns Hopkins University Hospital,Yale University and Yale Cancer Center,1
University of Southern California,Yale University and Yale Cancer Center,1
Cornell University New York-Presbyterian Hospital,Yale University and Yale Cancer Center,1
Sunnybrook Health Sciences Centre,Yale University and Yale Cancer Center,1
Boca Raton Clinical Research,Yale University and Yale Cancer Center,1
McMaster University,Yale University and Yale Cancer Center,1
"Astex Pharmaceuticals, Inc",Yale University and Yale Cancer Center,3
Fred Hutchinson Cancer Research Center,University of Texas Southwestern Medical Center,1
Fred Hutchinson Cancer Research Center,University of Ottawa,1
Fred Hutchinson Cancer Research Center,Queen Elizabeth II Health Sciences Centre,1
Fred Hutchinson Cancer Research Center,Oregon Health & Science University,1
Fred Hutchinson Cancer Research Center,University of Alberta,1
Fred Hutchinson Cancer Research Center,Gabrail Cancer Center Research,1
Fred Hutchinson Cancer Research Center,Norton Cancer Institute,1
Fred Hutchinson Cancer Research Center,University of Chicago,1
Fred Hutchinson Cancer Research Center,The University of Texas,2
Fred Hutchinson Cancer Research Center,Johns Hopkins University Hospital,1
Fred Hutchinson Cancer Research Center,University of Southern California,1
Cornell University New York-Presbyterian Hospital,Fred Hutchinson Cancer Research Center,1
Fred Hutchinson Cancer Research Center,Sunnybrook Health Sciences Centre,1
Boca Raton Clinical Research,Fred Hutchinson Cancer Research Center,1
Fred Hutchinson Cancer Research Center,McMaster University,1
"Astex Pharmaceuticals, Inc",Fred Hutchinson Cancer Research Center,3
University of Ottawa,University of Texas Southwestern Medical Center,1
Queen Elizabeth II Health Sciences Centre,University of Texas Southwestern Medical Center,1
Oregon Health & Science University,University of Texas Southwestern Medical Center,1
University of Alberta,University of Texas Southwestern Medical Center,1
Gabrail Cancer Center Research,University of Texas Southwestern Medical Center,1
Norton Cancer Institute,University of Texas Southwestern Medical Center,1
University of Chicago,University of Texas Southwestern Medical Center,1
The University of Texas,University of Texas Southwestern Medical Center,2
Johns Hopkins University Hospital,University of Texas Southwestern Medical Center,1
University of Southern California,University of Texas Southwestern Medical Center,1
Cornell University New York-Presbyterian Hospital,University of Texas Southwestern Medical Center,1
Sunnybrook Health Sciences Centre,University of Texas Southwestern Medical Center,1
Boca Raton Clinical Research,University of Texas Southwestern Medical Center,1
McMaster University,University of Texas Southwestern Medical Center,1
"Astex Pharmaceuticals, Inc",University of Texas Southwestern Medical Center,3
Queen Elizabeth II Health Sciences Centre,University of Ottawa,1
Oregon Health & Science University,University of Ottawa,1
University of Alberta,University of Ottawa,1
Gabrail Cancer Center Research,University of Ottawa,1
Norton Cancer Institute,University of Ottawa,1
University of Chicago,University of Ottawa,1
The University of Texas,University of Ottawa,2
Johns Hopkins University Hospital,University of Ottawa,1
University of Ottawa,University of Southern California,1
Cornell University New York-Presbyterian Hospital,University of Ottawa,1
Sunnybrook Health Sciences Centre,University of Ottawa,1
Boca Raton Clinical Research,University of Ottawa,1
McMaster University,University of Ottawa,1
"Astex Pharmaceuticals, Inc",University of Ottawa,3
Oregon Health & Science University,Queen Elizabeth II Health Sciences Centre,1
Queen Elizabeth II Health Sciences Centre,University of Alberta,1
Gabrail Cancer Center Research,Queen Elizabeth II Health Sciences Centre,1
Norton Cancer Institute,Queen Elizabeth II Health Sciences Centre,1
Queen Elizabeth II Health Sciences Centre,University of Chicago,1
Queen Elizabeth II Health Sciences Centre,The University of Texas,2
Johns Hopkins University Hospital,Queen Elizabeth II Health Sciences Centre,1
Queen Elizabeth II Health Sciences Centre,University of Southern California,1
Cornell University New York-Presbyterian Hospital,Queen Elizabeth II Health Sciences Centre,1
Queen Elizabeth II Health Sciences Centre,Sunnybrook Health Sciences Centre,1
Boca Raton Clinical Research,Queen Elizabeth II Health Sciences Centre,1
McMaster University,Queen Elizabeth II Health Sciences Centre,1
"Astex Pharmaceuticals, Inc",Queen Elizabeth II Health Sciences Centre,3
Oregon Health & Science University,University of Alberta,1
Gabrail Cancer Center Research,Oregon Health & Science University,1
Norton Cancer Institute,Oregon Health & Science University,1
Oregon Health & Science University,University of Chicago,1
Oregon Health & Science University,The University of Texas,2
Johns Hopkins University Hospital,Oregon Health & Science University,1
Oregon Health & Science University,University of Southern California,1
Cornell University New York-Presbyterian Hospital,Oregon Health & Science University,1
Oregon Health & Science University,Sunnybrook Health Sciences Centre,1
Boca Raton Clinical Research,Oregon Health & Science University,1
McMaster University,Oregon Health & Science University,1
"Astex Pharmaceuticals, Inc",Oregon Health & Science University,3
Gabrail Cancer Center Research,University of Alberta,1
Norton Cancer Institute,University of Alberta,1
University of Alberta,University of Chicago,1
The University of Texas,University of Alberta,2
Johns Hopkins University Hospital,University of Alberta,1
University of Alberta,University of Southern California,1
Cornell University New York-Presbyterian Hospital,University of Alberta,1
Sunnybrook Health Sciences Centre,University of Alberta,1
Boca Raton Clinical Research,University of Alberta,1
McMaster University,University of Alberta,1
"Astex Pharmaceuticals, Inc",University of Alberta,3
Gabrail Cancer Center Research,Norton Cancer Institute,1
Gabrail Cancer Center Research,University of Chicago,1
Gabrail Cancer Center Research,The University of Texas,2
Gabrail Cancer Center Research,Johns Hopkins University Hospital,1
Gabrail Cancer Center Research,University of Southern California,1
Cornell University New York-Presbyterian Hospital,Gabrail Cancer Center Research,1
Gabrail Cancer Center Research,Sunnybrook Health Sciences Centre,1
Boca Raton Clinical Research,Gabrail Cancer Center Research,1
Gabrail Cancer Center Research,McMaster University,1
"Astex Pharmaceuticals, Inc",Gabrail Cancer Center Research,3
Norton Cancer Institute,University of Chicago,1
Norton Cancer Institute,The University of Texas,2
Johns Hopkins University Hospital,Norton Cancer Institute,1
Norton Cancer Institute,University of Southern California,1
Cornell University New York-Presbyterian Hospital,Norton Cancer Institute,1
Norton Cancer Institute,Sunnybrook Health Sciences Centre,1
Boca Raton Clinical Research,Norton Cancer Institute,1
McMaster University,Norton Cancer Institute,1
"Astex Pharmaceuticals, Inc",Norton Cancer Institute,3
The University of Texas,University of Chicago,2
Johns Hopkins University Hospital,University of Chicago,1
University of Chicago,University of Southern California,1
Cornell University New York-Presbyterian Hospital,University of Chicago,1
Sunnybrook Health Sciences Centre,University of Chicago,1
Boca Raton Clinical Research,University of Chicago,1
McMaster University,University of Chicago,1
"Astex Pharmaceuticals, Inc",University of Chicago,3
Johns Hopkins University Hospital,The University of Texas,2
The University of Texas,University of Southern California,2
Cornell University New York-Presbyterian Hospital,The University of Texas,2
Sunnybrook Health Sciences Centre,The University of Texas,2
Boca Raton Clinical Research,The University of Texas,2
McMaster University,The University of Texas,2
"Astex Pharmaceuticals, Inc",The University of Texas,6
Johns Hopkins University Hospital,University of Southern California,1
Cornell University New York-Presbyterian Hospital,Johns Hopkins University Hospital,1
Johns Hopkins University Hospital,Sunnybrook Health Sciences Centre,1
Boca Raton Clinical Research,Johns Hopkins University Hospital,1
Johns Hopkins University Hospital,McMaster University,1
"Astex Pharmaceuticals, Inc",Johns Hopkins University Hospital,3
Cornell University New York-Presbyterian Hospital,University of Southern California,1
Sunnybrook Health Sciences Centre,University of Southern California,1
Boca Raton Clinical Research,University of Southern California,1
McMaster University,University of Southern California,1
"Astex Pharmaceuticals, Inc",University of Southern California,3
Cornell University New York-Presbyterian Hospital,Sunnybrook Health Sciences Centre,1
Boca Raton Clinical Research,Cornell University New York-Presbyterian Hospital,1
Cornell University New York-Presbyterian Hospital,McMaster University,1
"Astex Pharmaceuticals, Inc",Cornell University New York-Presbyterian Hospital,3
Boca Raton Clinical Research,Sunnybrook Health Sciences Centre,1
McMaster University,Sunnybrook Health Sciences Centre,1
"Astex Pharmaceuticals, Inc",Sunnybrook Health Sciences Centre,3
Boca Raton Clinical Research,McMaster University,1
"Astex Pharmaceuticals, Inc",Boca Raton Clinical Research,3
"Astex Pharmaceuticals, Inc",McMaster University,3
ASH Research Collaborative,University of North Carolina,1
Cleveland Clinic Taussig Cancer Institute,University of North Carolina,2
British Columbia Cancer Agency,University of North Carolina,1
Harvard Medical School,University of North Carolina,1
ASH Research Collaborative,Cleveland Clinic Taussig Cancer Institute,2
ASH Research Collaborative,British Columbia Cancer Agency,1
ASH Research Collaborative,Harvard Medical School,1
British Columbia Cancer Agency,Cleveland Clinic Taussig Cancer Institute,2
Cleveland Clinic Taussig Cancer Institute,Harvard Medical School,2
British Columbia Cancer Agency,Harvard Medical School,1
ICO -Hospital Doctor Josep Trueta,Universitat Autònoma de Barcelona,2
Hospital Universitario Fundación Jiménez Díaz-IISFJD-UAM,Universitat Autònoma de Barcelona,2
Hospital Universitario y Politécnico La Fe,Universitat Autònoma de Barcelona,2
Hospital Universitario de Salamanca,Universitat Autònoma de Barcelona,2
Hospital General Universitario Gregorio Marañón,Universitat Autònoma de Barcelona,2
Hospital Universitario de Guadalajara,Universitat Autònoma de Barcelona,2
Hospital Universitario Puerta de Hierro,Universitat Autònoma de Barcelona,2
Hospital Universitario Ramón y Cajal,Universitat Autònoma de Barcelona,2
Hospital Universitario HM Sanchinarro,Universitat Autònoma de Barcelona,4
Hospital Universitari Vall d'Hebron. Vall d'Hebron Institute of Oncology (VHIO),Universitat Autònoma de Barcelona,2
Hematology and Hemotherapy,Universitat Autònoma de Barcelona,2
Hospital General Universitario de Alicante,Universitat Autònoma de Barcelona,2
Hospital Universitario Infanta Leonor,Universitat Autònoma de Barcelona,2
Hospital Universitario de Donostia,Universitat Autònoma de Barcelona,2
Hospital Universitario de La Princesa,Universitat Autònoma de Barcelona,2
Hospital Universitari i Politècnic La Fe,Universitat Autònoma de Barcelona,2
Hospital Universitario Fundación Jiménez Díaz-IISFJD-UAM,ICO -Hospital Doctor Josep Trueta,1
Hospital Universitario y Politécnico La Fe,ICO -Hospital Doctor Josep Trueta,1
Hospital Universitario de Salamanca,ICO -Hospital Doctor Josep Trueta,1
Hospital General Universitario Gregorio Marañón,ICO -Hospital Doctor Josep Trueta,1
Hospital Universitario de Guadalajara,ICO -Hospital Doctor Josep Trueta,1
Hospital Universitario Puerta de Hierro,ICO -Hospital Doctor Josep Trueta,1
Hospital Universitario Ramón y Cajal,ICO -Hospital Doctor Josep Trueta,1
Hospital Universitario HM Sanchinarro,ICO -Hospital Doctor Josep Trueta,2
Hospital Universitari Vall d'Hebron. Vall d'Hebron Institute of Oncology (VHIO),ICO -Hospital Doctor Josep Trueta,1
Hematology and Hemotherapy,ICO -Hospital Doctor Josep Trueta,1
Hospital General Universitario de Alicante,ICO -Hospital Doctor Josep Trueta,1
Hospital Universitario Infanta Leonor,ICO -Hospital Doctor Josep Trueta,1
Hospital Universitario de Donostia,ICO -Hospital Doctor Josep Trueta,1
Hospital Universitario de La Princesa,ICO -Hospital Doctor Josep Trueta,1
Hospital Universitari i Politècnic La Fe,ICO -Hospital Doctor Josep Trueta,1
Hospital Universitario Fundación Jiménez Díaz-IISFJD-UAM,Hospital Universitario y Politécnico La Fe,1
Hospital Universitario Fundación Jiménez Díaz-IISFJD-UAM,Hospital Universitario de Salamanca,1
Hospital General Universitario Gregorio Marañón,Hospital Universitario Fundación Jiménez Díaz-IISFJD-UAM,1
Hospital Universitario Fundación Jiménez Díaz-IISFJD-UAM,Hospital Universitario de Guadalajara,1
Hospital Universitario Fundación Jiménez Díaz-IISFJD-UAM,Hospital Universitario Puerta de Hierro,1
Hospital Universitario Fundación Jiménez Díaz-IISFJD-UAM,Hospital Universitario Ramón y Cajal,1
Hospital Universitario Fundación Jiménez Díaz-IISFJD-UAM,Hospital Universitario HM Sanchinarro,2
Hospital Universitari Vall d'Hebron. Vall d'Hebron Institute of Oncology (VHIO),Hospital Universitario Fundación Jiménez Díaz-IISFJD-UAM,1
Hematology and Hemotherapy,Hospital Universitario Fundación Jiménez Díaz-IISFJD-UAM,1
Hospital General Universitario de Alicante,Hospital Universitario Fundación Jiménez Díaz-IISFJD-UAM,1
Hospital Universitario Fundación Jiménez Díaz-IISFJD-UAM,Hospital Universitario Infanta Leonor,1
Hospital Universitario Fundación Jiménez Díaz-IISFJD-UAM,Hospital Universitario de Donostia,1
Hospital Universitario Fundación Jiménez Díaz-IISFJD-UAM,Hospital Universitario de La Princesa,1
Hospital Universitari i Politècnic La Fe,Hospital Universitario Fundación Jiménez Díaz-IISFJD-UAM,1
Hospital Universitario de Salamanca,Hospital Universitario y Politécnico La Fe,1
Hospital General Universitario Gregorio Marañón,Hospital Universitario y Politécnico La Fe,1
Hospital Universitario de Guadalajara,Hospital Universitario y Politécnico La Fe,1
Hospital Universitario Puerta de Hierro,Hospital Universitario y Politécnico La Fe,1
Hospital Universitario Ramón y Cajal,Hospital Universitario y Politécnico La Fe,1
Hospital Universitario HM Sanchinarro,Hospital Universitario y Politécnico La Fe,2
Hospital Universitari Vall d'Hebron. Vall d'Hebron Institute of Oncology (VHIO),Hospital Universitario y Politécnico La Fe,1
Hematology and Hemotherapy,Hospital Universitario y Politécnico La Fe,1
Hospital General Universitario de Alicante,Hospital Universitario y Politécnico La Fe,1
Hospital Universitario Infanta Leonor,Hospital Universitario y Politécnico La Fe,1
Hospital Universitario de Donostia,Hospital Universitario y Politécnico La Fe,1
Hospital Universitario de La Princesa,Hospital Universitario y Politécnico La Fe,1
Hospital Universitari i Politècnic La Fe,Hospital Universitario y Politécnico La Fe,1
Hospital General Universitario Gregorio Marañón,Hospital Universitario de Salamanca,1
Hospital Universitario de Guadalajara,Hospital Universitario de Salamanca,1
Hospital Universitario Puerta de Hierro,Hospital Universitario de Salamanca,1
Hospital Universitario HM Sanchinarro,Hospital Universitario de Salamanca,2
Hospital Universitari Vall d'Hebron. Vall d'Hebron Institute of Oncology (VHIO),Hospital Universitario de Salamanca,1
Hematology and Hemotherapy,Hospital Universitario de Salamanca,1
Hospital Universitario Infanta Leonor,Hospital Universitario de Salamanca,1
Hospital Universitario de Donostia,Hospital Universitario de Salamanca,1
Hospital Universitario de La Princesa,Hospital Universitario de Salamanca,1
