id,title
702,Visual analogue scale in patients treated for allergic rhinitis: an observational prospective study in primary care: asthma and rhinitis
703,Global strategy for asthma management and prevention (update 2021)
704,Adverse reactions to COVID-19 vaccines: a practical approach
705,Allergy to COVID-19 vaccines: a current update
706,Potential mechanisms of anaphylaxis to COVID-19 mRNA vaccines
707,Polyethylene glycol-induced systemic allergic reactions (Anaphylaxis)
708,Polyethylene glycol may be the major allergen in depot medroxyprogesterone acetate
709,Anaphylaxis to PEGylated liposomal echocardiogram contrast in a patient with IgE-mediated macrogol allergy
710,Aluminum and vaccines: current state of knowledge
711,Allergic and cutaneous reactions following inactivated SARS-CoV-2 vaccine (CoronaVac®) in healthcare workers
712,Cutaneous reactions following CoronaVac COVID-19 vaccination: a case series of six healthcare workers from a single centre
713,Petechial skin rash associated with CoronaVac vaccination: first cutaneous side effect report before phase 3 results
714,CoronaVac COVID-19 vaccineinduced anaphylaxis: clinical characteristics and revaccination outcomes
715,Successful SARS-CoV-2 vaccine allergy risk-management: the experience of a large Italian University hospital
716,Allergic reactions including anaphylaxis after receipt of the first dose of Pfizer-BioNTech COVID-19 vaccine
717,Safety of CO-VID-19 vaccination in patients with mastocytosis and monoclonal mast cell activation syndrome
718,mRNA CO-VID-19 vaccine is well tolerated in patients with cutaneous and systemic mastocytosis with mast cell activation symptoms and anaphylaxis
719,Clinical characteristics and risk profile of patients with elevated baseline serum tryptase
720,Relationship between pre-existing allergies and anaphylactic reactions post mRNA COVID-19 vaccine administration
721,Risk of allergic reaction in patients with atopic disease and recent coronavirus disease 2019 vaccination
722,The receptor binding domain of the viral spike protein is an immunodominant and highly specific target of antibodies in SARS-CoV-2 patients
723,Quick COVID-19 healers sustain anti-SARS-CoV-2 antibody production
724,Administration of a second dose of the Moderna CO-VID-19 vaccine after an immediate hypersensitivity reaction with the first dose: two case reports
725,Immediate-type systemic hypersensitivity reactions after the inactivated Sars-Cov-2 vaccine in healthcare workers
726,The Journal of Headache and Pain
727,The International Classification of Headache Disorders
728,Biphasic neurovascular changes in prolonged migraine aura in familial hemiplegic migraine type 2
729,Hemiplegic migraine aura begins with cerebral hypoperfusion: imaging in the acute phase
730,Pathophysiology of Migraine: A Disorder of Sensory Processing
731,Diagnostic and therapeutic aspects of hemiplegic migraine
732,Migraine headache is present in the aura phase: a prospective study
733,A population-based study of familial hemiplegic migraine suggests revised diagnostic criteria
734,Sporadic hemiplegic migraine with permanent neurological deficits
735,Enhanced subcortical spreading depression in familial hemiplegic migraine type 1 mutant mice
736,Spreading depression and the clinical correlates of migraine
737,Reduced threshold for cortical spreading depression in female mice
738,Menstrual migraine: a distinct disorder needing greater recognition
739,"A randomized, double-blind, placebo-controlled phase III clinical trial to evaluate the efficacy and safety of SARS-CoV-2 vaccine (inactivated, Vero cell): a structured summary of a study protocol for a randomised controlled trial"
740,Induction of production of nitric oxide in microglial cells by insoluble form of aluminium
741,Aluminum treatment induces nitric oxide synthase in the rat brain
742,Glyceryl trinitrate triggers premonitory symptoms in migraineurs
743,"Articles Safety, tolerability, and immunogenicity of an inactivated SARS-CoV-2 vaccine (CoronaVac) in healthy adults aged 60 years and older: a randomised, double-blind, placebo-controlled, phase 1/2 clinical trial"
744,WHO. WHO coronavirus disease (COVID-19) dashboard. 2020
745,"Clinical features of patients infected with 2019 novel coronavirus in Wuhan, China"
746,Association between age and clinical characteristics and outcomes of COVID-19
747,COVID-19 and older adults: what we know
748,"SARS-CoV-2 and COVID-19 in older adults: what we may expect regarding pathogenesis, immune responses, and outcomes"
749,Study of the immune response in the elderly: is it necessary to develop a vaccine against Neisseria meningitidis for the aged?
750,"Nutrition, diet and immunosenescence"
751,Draft landscape of COVID-19 candidate vaccines
752,Safety and immunogenicity of SARS-CoV-2 mRNA-1273 vaccine in older adults
753,Safety and immunogenicity of two RNA-based COVID-19 vaccine candidates
754,"Immunogenicity and safety of a recombinant adenovirus type-5-vectored COVID-19 vaccine in healthy adults aged 18 years or older: a randomised, double-blind, placebo-controlled, phase 2 trial"
755,"Safety and immunogenicity of an inactivated SARS-CoV-2 vaccine, BBIBP-CorV: a randomised, double-blind, placebo-controlled, phase 1/2 trial"
756,Durability of responses after SARS-CoV-2 mRNA-1273 vaccination
757,Our progress in developing a potential COVID-19 vaccine
758,AZD1222 vaccine met primary efficacy endpoint in preventing COVID-19
759,Sputnik V: general information
760,"Randomized, double-blinded and placebo-controlled phase II trial of an inactivated SARS-CoV-2 vaccine in healthy adults"
761,Effect of an inactivated vaccine against SARS-CoV-2 on safety and immunogenicity outcomes: interim analysis of 2 randomized clinical trials
762,Guidelines for grading standards of adverse events in clinical trials of preventive vaccines
763,Estimates of influenza vaccine effectiveness in primary care in Scotland vary with clinical or laboratory endpoint and method-experience across the 2010/11 season
764,Pancreatitis after human papillomavirus vaccination: a matter of molecular mimicry
765,Severe necrotizing pancreatitis following combined hepatitis A and B vaccination
766,An effective COVID-19 vaccine needs to engage T cells
767,An mRNA vaccine against SARS-CoV-2-preliminary report
768,A new accelerated vaccination schedule for rapid protection against hepatitis A and B
769,Immunogenicity and safety of an intradermal fractional third dose of ChAdOx1 nCoV-19/AZD1222 vaccine compared with those of a standard intramuscular third dose in volunteers who previously received two doses of CoronaVac: A randomized controlled trial
770,World Health Organization. WHO coronavirus (COVID-19) dashboard 2021
771,Repurposed antiviral drugs for COVID-19 -interim WHO Solidarity Trial results
772,COVID-19 vaccine efficacy and effectivenessthe elephant (not) in the room
773,Adaptive immunity to SARS-CoV-2 and COVID-19
774,Three doses of an mRNA COVID-19 vaccine in solid-organ transplant recipients
775,How the world is (not) handling surplus doses and expiring vaccines
776,Immunogenicity and safety of reduced-dose intradermal vs intramuscular influenza vaccines: a systematic review and meta-analysis
777,"Vaccination into the dermal compartment: techniques, challenges, and prospects. Vaccines (Basel) 2020"
778,Intradermal COVID-19 vaccination could solve supply problems
779,Delivery systems for intradermal vaccination
780,WHO international standard for anti-SARS-CoV-2 immunoglobulin
781,Performance of the rapid high-throughput automated electrochemiluminescence immunoassay targeting total antibodies to the SARS-CoV-2 spike protein receptor binding domain in comparison to the neutralization assay
782,A SARS-CoV-2 surrogate virus neutralization test based on antibody-mediated blockage of ACE2-spike protein-protein interaction
783,CD8+ T cells as a source of IFN-gamma production in human cutaneous leishmaniasis
784,"Th1 cytokines, true functional signatures for protective immunity against TB?"
785,"Comparison of the immunogenicity and safety of a split-virion, inactivated, trivalent influenza vaccine (Fluzone(R)) administered by intradermal and intramuscular route in healthy adults"
786,"Safety, immunogenicity, and efficacy of the BNT162b2 COVID-19 vaccine in adolescents"
787,Detection of neutralizing antibodies against SARS-CoV-2 by using a commercial surrogate virus neutralization ELISA: can it substitute the classical neutralization test?
788,Surrogate test performance for SARS-CoV-2 neutralizing antibodies (nAbs) for convalescent plasma (CCP): how useful could they be?
789,Adenovirus vector-based vaccine for infectious diseases
790,A single intranasal or intramuscular immunization with chimpanzee adenovirus-vectored SARS-CoV-2 vaccine protects against pneumonia in hamsters
791,"Intradermal delivery of adenoviral type-35 vectors leads to high efficiency transduction of mature, CD8+ T cellstimulating skin-emigrated dendritic cells"
792,Antigen presentation and adaptive immune responses in skin
793,Antigen-presenting cells in the skin
794,A novel chimpanzee adenovirus vector with low human seroprevalence: improved systems for vector derivation and comparative immunogenicity
795,Differential immunogenicity between HAdV-5 and chimpanzee adenovirus vector ChAdOx1 is independent of fiber and penton RGD loop sequences in mice. Sci Rep
796,Adenovirus receptors
797,Adenovirus receptors and their implications in gene delivery
798,Intradermal Administration of Fractional Doses of Inactivated Poliovirus Vaccine: A Dose-Sparing Option for Polio Immunization
799,World Health Organization. Rabies vaccines: WHO position paper
800,"Tolerability, safety and immunogenicity of intradermal delivery of a fractional dose mRNA-1273 SARS-CoV-2 vaccine in healthy adults as a dose sparing strategy"
801,Intradermal ChAdOx1 vaccine following two CoronaVac shots: a case report. Vaccines (Basel)
802,Immunological mechanisms of vaccine-induced protection against COVID-19 in humans
803,A booster dose of an inactivated vaccine increases neutralizing antibodies and T cell responses against SARS-CoV-2
804,WHO approval of Chinese CoronaVac COVID vaccine will be crucial to curbing pandemic [Internet]. Nature. Nature
805,"Safety, tolerability, and immunogenicity of an inactivated SARS-CoV-2 vaccine (CoronaVac) in healthy adults aged 60 years and older: a randomised, double-blind, placebo-controlled, phase 1/2 clinical trial"
806,Dynamic IgG seropositivity after rollout of CoronaVac and BNT162b2 COVID-19 vaccines in Chile: a sentinel surveillance study
807,Immune Profile and Clinical Outcome of Breakthrough Cases After Vaccination With an Inactivated SARS-CoV-2 Vaccine. Front Immunol
808,5% de la población objetivo ha recibido la primera o única dosis de la vacuna contra SARS-CoV-2 -Ministerio de Salud -Gobierno de Chile
809,Protection duration after vaccination or infection -Swiss National COVID-19
810,Science Task Force
811,Humoral immune response to circulating SARS-CoV-2 variants elicited by inactivated and RBD-subunit vaccines
812,Recognition of Variants of Concern by Antibodies and T Cells Induced by a SARS-CoV-2 Inactivated Vaccine. Front Immunol
813,World medical association. World Medical Association declaration of Helsinki: Ethical principles for medical research involving human subjects
814,2403 Establishment of the WHO International Standard and Reference Panel for anti-SARS-CoV-2 antibody
815,despite high seroprevalence
816,BNT162b2 vaccine booster dose protection: A nationwide study from Israel. medRxiv
817,Antibody response to inactivated COVID-19 vaccine (CoronaVac) in immune-mediated diseases: a controlled study among hospital workers and elderly
818,Available from: All rights reserved. No reuse allowed without permission
819,"A booster dose is immunogenic and will be needed for older adults who have completed two doses vaccination with CoronaVac: a randomised, double-blind, placebo-controlled"
820,Low-dose mRNA-1273 COVID-19 vaccine generates durable memory enhanced by cross-reactive T cells
821,BNT162b2 vaccination induces durable SARS-CoV-2 specific T cells with a stem cell memory phenotype
822,SARS-CoV-2 specific antibody responses in healthcare workers after a third booster dose of CoronaVac or BNT162b2 vaccine
823,Challenges in creating herd immunity to SARS-CoV-2 infection by mass vaccination
824,"Confronting the Delta variant of SARS-CoV-2, Summer"
825,Coronavirus Pandemic (COVID-19). Our World in Data
826,COVID-19 (SARS-CoV-2) variants. GOV.UK; 2021
827,Effectiveness of covid-19 vaccines against the B.1.617.2 (Delta) variant
828,Longitudinal observation and decline of neutralizing antibody responses in the three months following SARS-CoV-2 infection in humans
829,Correlation of SARS-CoV-2-breakthrough infections to time-from-vaccine
830,COVID-19 vaccines for moderately to severely immunocompromised people. Cdc.gov; 2021
831,Update: FDA Authorizes Additional Vaccine Dose for Certain Immunocompromised Individuals. U.S. Food and Drug Administration
832,A country-by-country guide to coronavirus vaccine booster plans. POLITICO; 2021
833,Turkey's national immunization program
834,Indonesia begins to give third COVID-19 shots to 1.5 million health workers. Jakarta Post
835,Quantitation of antibodies against SARS-CoV-2 spike protein after two doses of CoronaVac in healthcare workers
836,Comparison of immunogenicity and reactogenicity of inactivated SARS-CoV-2 vaccine (CoronaVac) in previously SARS-CoV-2 infected and uninfected health care workers
837,Should a third booster dose be scheduled after two doses of CoronaVac? A single-center experience
838,A third booster dose may be necessary to mitigate neutralizing antibody fading after inoculation with two doses of an inactivated SARS-CoV-2 vaccine
839,"Clinical evaluation of the Abbott Alinity SARS-CoV-2 spike-specific quantitative IgG and IgM assays among infected, recovered, and vaccinated groups"
840,Humoral response to the Pfizer BNT162b2 vaccine in patients undergoing maintenance hemodialysis
841,Immunogenicity of the BNT162b2 COVID-19 mRNA vaccine and early clinical outcomes in patients with haematological malignancies in Lithuania: a national prospective cohort study
842,Quantitative SARS-CoV-2 antispike responses to Pfizer-BioNTech and Oxford-AstraZeneca vaccines by previous infection status
843,Antibody response after a third dose of the mRNA-1273 SARS-CoV-2 vaccine in kidney transplant recipients with minimal serologic response to 2 doses
844,Immunosuppression reduction when administering a booster dose of the BNT162b2 mRNA SARS-CoV-2 vaccine in kidney transplant recipients without adequate humoral response following two vaccine doses: protocol for a randomised controlled trial (BECAME study)
845,Immune responses to two and three doses of the BNT162b2 mRNA vaccine in adults with solid tumors
846,Third dose of the BNT162b2 vaccine in heart transplant recipients: immunogenicity and clinical experience
847,Humoral immune response following SARS-CoV-2 mRNA vaccination concomitant to anti-CD20 therapy in multiple sclerosis
848,Reactogenicity of a third BNT162b2 mRNA COVID-19 vaccine among immunocompromised individuals and seniors-a nationwide survey
849,Antibody response after third BNT162b2 dose in recipients of allogeneic HSCT
850,Reactogenicity and immunogenicity after a late second dose or a third dose of ChAdOx1 nCoV-19 in the UK: a substudy of two randomised controlled trials (COV001 and COV002)
851,Faster decay of neutralizing antibodies in never infected than previously infected healthcare workers three months after the second BNT162b2 mRNA COVID-19 vaccine dose
852,Immunogenicity of mRNA-1273 COVID vaccine after 6 months surveillance in health care workers; a third dose is necessary
853,Protection of BNT162b2 vaccine booster against Covid-19 in Israel
854,Safety monitoring of an additional dose of COVID-19 vaccine-United States
855,Supporting Information section at the end of this article. How to cite this article
856,"Safety, reactogenicity, and immunogenicity of homologous and heterologous prime-boost immunisation with ChAdOx1 nCoV-19 and"
857,Thailand sticks with Sinovac vaccine after cases of''stroke-lik'' side effects
858,"World Health Organization. Recommendation for an emergency use listing of COVID-19 vaccine (Vero cell), inactivated submitted by Sinovac. Geneva: World Health Organization"
859,Amsterdam: European Medicine Agency
860,COVID-19 mRNA vaccine induced antibody responses against three SARS-CoV-2 variants
861,Efficacy of the ChAdOx1 nCoV-19 Covid-19 vaccine against the B.1.351 variant
862,Vaccination with ALVAC and AIDSVAX to prevent HIV-1 infection in Thailand
863,Enhanced T-cell immunogenicity of plasmid DNA vaccines boosted by recombinant modified vaccinia virus Ankara in humans
864,"Safety and immunogenicity of a two-dose heterologous Ad26.ZEBOV and MVA-BN-Filo Ebola vaccine regimen in adults in Europe (EBOVAC2): a randomised, observer-blind, participant-blind, placebo-controlled, phase 2 trial"
865,Correlates of neutralizing/SARS-CoV-2-S1-binding antibody response with adverse effects and immune kinetics in BNT162b2-vaccinated individuals
866,"Indonesia 2 Centre for Research and Development on Biomedical and Basic Health Technology, National Institute of Health Research and Development (NIHRD), Ministry of Health of Indonesia"
867,"*Based on adjusted multivariable logistic regression, accounting for age (continuous), sex, district of COVID-19 in adults (aged 18 years), by age group"
868,COVID-19 vaccination coverage in adults 18 years (any type of vaccines) during
869,Indonesia (Data source: Ministry of Health of Indonesia)
870,Trends in COVID-19 incidence in Bali over the period of study (Data source: Ministry 622 of Health of Indonesia)
871,Distribution of SARS-CoV-2 variants of concern (VOCs) in samples examined during 632
872,Variant proportions are estimated against total sequences of 633 collected samples of each month. Total samples are varied for each month. Data are subject to change 634 over time and will be updated as more data become available. Variant proportions may not represent 635 national estimates
873,Data source: Ministry of Health of Indonesia)
874,Good recovery of immunization stress-related responses presenting as cluster of stroke- 2 like events following CoronaVac and ChAdOx1 vaccinations
875,"Immunization stress-related response: a manual for program managers and 308 health professionals to prevent, identify and respond to stress-related responses following 309 immunization"
876,Current Concepts in 311 Diagnosis and Treatment of Functional Neurological Disorders
877,Complex regional pain syndrome and 313 functional neurological disorders -time for reconciliation
878,Acute prolonged motor aura resembling ischemic stroke after COVID -19 vaccination (CoronaVac): the 317 first case report
879,Abnormal parietal function in 319 conversion paresis
880,Motor cortical 321 activity during motor tasks is normal in patients with complex regional pain syndrome
881,324 Immunization stress-related responses presenting as psychogenic non-epileptic seizures following HPV 325 vaccination in Rio Branco
882,"HPV vaccine confidence and cases of mass 327 psychogenic illness following immunization in Carmen de Bolivar, Colombia. Human vaccines & 328 immunotherapeutics"
883,Mass psychogenic illness in nationwide in-school vaccination 330 for pandemic influenza A (H1N1)
884,Mass psychogenic response to human papillomavirus vaccination. The 333
885,Psychogenic illness following vaccination: exploratory study of 335 mass vaccination against pandemic influenza A (H1N1) in 2009 in South Korea. Clinical and experimental 336 vaccine research
886,Disorder After SARS-CoV-2 Vaccines: Two Case Reports and Discussion of Potential Public Health 339 Implications
887,Functional neurological disorder after COVID-341 19 vaccination
888,63rd ASH Annual Meeting Abstracts POSTER ABSTRACTS 642.CHRONIC LYMPHOCYTIC LEUKEMIA: CLINICAL AND EPIDEMIOLOGICAL COVID-19 Infection in Vaccinated Adult Patients with Hematological Malignancies. Preliminary Results from Epicovideha (Epidemiology of COVID-19 infection in patients with hematological malignancies: A European Haematology Association Survey)
889,Cidara: Membership on an entity's Board of Directors or advisory committees
890,Journal Pre-proof Serologic response to coronavirus disease 2019 (COVID-19) vaccination in patients with immune-mediated inflammatory diseases: a systematic review and meta- analysis
891,"Epidemiological and clinical characteristics of 99 cases of 2019 novel coronavirus pneumonia in Wuhan, China: a descriptive study"
892,Associations of baseline use of biologic or targeted synthetic DMARDs 16
893,Characteristics associated with hospitalisation for COVID-19 in people with rheumatic disease: data from the COVID-19 Global Rheumatology Alliance physician-reported registry
894,Patients with Inflammatory Bowel Disease Are Not at Increased Risk of COVID-19: A Large Multinational Cohort Study
895,An mRNA Vaccine against SARS-CoV-2 -Preliminary Report
896,"SARS-CoV-2 vaccination in IBD: past lessons, current evidence and future challenges"
897,Antigen-specific antibody responses in lupus patients following immunization
898,The effect of infliximab and timing of vaccination on the humoral response to influenza vaccination in patients with rheumatoid arthritis and ankylosing spondylitis
899,Infliximab is associated with attenuated immunogenicity to BNT162b2 and ChAdOx1 nCoV-19 SARS-CoV-2 vaccines in patients with IBD
900,Preferred reporting items for systematic reviews and meta-analyses: the PRISMA statement
901,PROSPERO's progress and activities 2012/13
902,JBI Manual for Evidence Synthesis
903,GRADE guidelines: 4. Rating the quality of evidence--study limitations (risk of bias)
904,Measuring inconsistency in meta-analyses
905,High antibody response to two-dose SARS-CoV-2 messenger RNA vaccination in patients with rheumatic and musculoskeletal diseases
906,"Correspondence on ""SARS-CoV-2 vaccination in rituximab-treated patients: evidence for impaired humoral but inducible cellular immune response"
907,"but not other antirheumatic therapies, is associated with impaired serological response to SARS-CoV-2 vaccination in patients with rheumatic diseases"
908,Impaired Antibody Response to the BNT162b2 Messenger RNA Coronavirus Disease 2019 Vaccine in Patients With Systemic Lupus Erythematosus and Rheumatoid Arthritis
909,Glucocorticoids and B Cell Depleting Agents Substantially Impair Immunogenicity of mRNA Vaccines to SARS-CoV-2
910,"Immunogenicity of COVID-19 Vaccination in Immunocompromised Patients: An Observational, Prospective Cohort Study Interim Analysis"
911,Immunogenicity of the ChAdOx1 nCoV-19 and the BBV152 Vaccines in Patients with Autoimmune Rheumatic Diseases
912,Antibody Responses to SARS-CoV-2 after Infection or Vaccination in Children and Young Adults with Inflammatory Bowel Disease
913,Anti-SARS-CoV-2 antibody responses are attenuated in patients with IBD treated with infliximab
914,Spike-antibody responses to ChAdOx1 and BNT162b2 vaccines by demographic and clinical factors (Virus Watch study)
915,Response to SARS-CoV-2 vaccination in immune mediated inflammatory diseases: Systematic review and meta-analysis
916,The importance of cell-mediated immunity in COVID-19 -An opinion
917,Preprint manuscripts and servers in the era of coronavirus disease 2019
918,"Heterogeneity: I 2 = 0%, Q = 1.65, P ="
919,"Heterogeneity: I 2 = 0%, Q = 1.33"
920,Heterogeneity: I 2 = 0%
921,CoronaVac COVID-19 Vaccine-Induced Anaphylaxis: Clinical Characteristics and Revaccination Outcomes
922,Vaccine-associated hypersensitivity
923,World Health Organization. Interim recommendations for use of the inactivated COVID-19 vaccine
924,Data from the Ministry of Public Health
925,"Anaphylaxis: case definition and guidelines for data collection, analysis, and presentation of immunization safety data"
926,Why the 20% + 2 tryptase formula is a diagnostic gold standard for severe systemic mast cell activation and mast cell activation syndrome
927,"Safety and immunogenicity of an inactivated SARS-CoV-2 vaccine, BBIBP-CorV: a randomised, double-blind, placebo-controlled, Phase 1/2 trial"
928,"Efficacy and safety of an inactivated whole-virion SARS-CoV-2 vaccine (CoronaVac): interim results of a double-blind, randomised, placebo-controlled, Phase 3 trial in Turkey"
929,EAACI guideline: anaphylaxis (2021 update)
930,Aluminum hydroxide adjuvant differentially activates the three complement pathways with major involvement of the alternative pathway
931,Immunemediated adverse reactions to vaccines
932,Could aluminum be a new hidden allergen in type 1 hypersensitivity reactions when used as a drug additive?
933,Total and IgE antibody levels following booster immunization with aluminum absorbed and nonabsorbed tetanus toxoid in humans
934,Safety evaluation of the second dose of messenger RNA COVID-19 vaccines in patients with immediate reactions to the first dose
935,Anaphylaxis to the first dose of mRNA SARS-CoV-2 vaccines: don't give up on the second dose! Allergy
936,Administration of a second dose of the moderna COVID-19 vaccine after an immediate hypersensitivity reaction with the first dose: two case reports
937,First-dose mRNA COVID-19 vaccine allergic reactions: limited role for excipient skin testing
938,Safe administration of the Pfizer-BioNtTech COVID-19 vaccine following an immediate reaction to the first dose
939,Background document on the inactivated vaccine Sinovac-CoronaVac against COVID-19
940,International Consensus (ICON): allergic reactions to vaccines
941,Clinical Immunization Safety Assessment Network Hypersensitivity Working G. Irritant skin test reactions to common vaccines
942,Evaluation of the Immune Response Induced by CoronaVac 28-Day Schedule Vaccination in a Healthy Population Group
943,"Progress of the COVID-19 Vaccine Effort: Viruses, Vaccines and Variants Versus Efficacy, Effectiveness and Escape"
944,Phase I/II Study of COVID-19 RNA Vaccine BNT162b1 in Adults
945,"Double-Blind, Randomized, Placebo-Controlled Phase III Clinical Trial to Evaluate the Efficacy and Safety of Treating Healthcare Professionals With the Adsorbed COVID-19 (Inactivated) Vaccine Manufactured by Sinovac -PROFISCOV: A Structured Summary of a"
946,Interim Report : Safety and Immunogenicity of an Inactivated Vaccine
947,Ministerio de Salud Gobierno de Chile. Ficha Vacuna Contra Sars-Cov-2
948,Available at
949,"A Systematic Review of Antibody Mediated Immunity to Coronaviruses: Kinetics, Correlates of Protection, and Association With Severity"
950,Insights Into Neutralizing Antibody Responses in Individuals Exposed to SARS-CoV-2 in Chile
951,Prime and Boost Vaccination Elicit a Distinct Innate Myeloid Cell Immune Response
952,Cell-Mediated Immune Response to Respiratory Coronaviruses
953,SARS Coronavirus Spike Protein-Induced Innate Immune Response Occurs via Activation of the NF-kb Pathway in Human Monocyte Macrophages In Vitro
954,SARS-CoV-2 Nsp14 Activates NF-kb Signaling and Induces IL-8 Upregulation
955,"Dynamic Changes in Serum IL-6, IL-8, and IL-10 Are Associated With the Outcome of Patients With Severe COVID-19 in ICU"
956,Duration of Humoral Immunity to Common Viral and Vaccine Antigens
957,Immunology of COVID-19: Current State of the Science
958,COVID-19 Vaccine BNT162b1 Elicits Human Antibody and TH1 T Cell Responses
959,Changes of Lymphocyte Subsets in Patients With COVID-19 and Clinical Significance: A Case-Control Observational Study
960,Acute asthma exacerbation after SARS-CoV-2 vaccine (Sinovac®): a case report
961,World Health Organization. The Sinovac COVID-19 vaccine: What you need to know
962,What do we know about China's covid-19 vaccines?
963,A review of the progress and challenges of developing a vaccine for COVID-19
964,Sinovac COVID-19 vaccine: What are the side effects?
965,18)F-fluorodeoxyglucose PET/CT findings in a systemic inflammatory response syndrome after COVID-19 vaccine
966,Seasonal influenza vaccine-induced pneumonitis presenting with multiple pulmonary nodules
967,Recognition of Variants of Concern by Antibodies and T Cells Induced by a SARS-CoV-2 Inactivated Vaccine
968,An Interactive Web-Based Dashboard to Track COVID-19 in Real Time
969,SARS-CoV-2 Spike-Protein D614G Mutation Increases Virion Spike Density and Infectivity
970,SARS-CoV-2 D614G Spike Mutation Increases Entry Efficiency With Enhanced ACE2-Binding Affinity
971,COVID-19 mRNA Vaccine Induced Antibody Responses and Neutralizing Antibodies Against Three SARS
972,The Spike D614g Mutation Increases Sars-Cov-2 Infection of Multiple Human Cell Types
973,"SARS-CoV-2 Variants, Spike Mutations and Immune Escape"
974,The N501Y Spike Substitution Enhances SARS-CoV-2 Transmission
975,Resistance of SARS-CoV-2 Variants to Neutralization by Monoclonal and Serum-Derived Polyclonal Antibodies
976,"Neutralization of SARS-CoV-2 Spike 69/70 Deletion, E484K and N501Y Variants by BNT162b2 Vaccine-Elicited Sera"
977,Molecular Determinants and Mechanism for Antibody Cocktail Preventing SARS-CoV-2 Escape
978,Increased Transmissibility and Global Spread of SARS-CoV-2 Variants of Concern as at
979,SARS-CoV-2 Spike P681R Mutation Enhances and Accelerates Viral Fusion
980,"Transmission, Infectivity, and Neutralization of a Spike L452R SARS-CoV-2 Variant"
981,Plan Nacional De Vacunacioń
982,Surrogate Virus Neutralization Test Based on Antibody-Mediated Blockage of ACE2-spike Protein-Protein Interaction
983,"Tolerability, and Immunogenicity of an Inactivated SARS-CoV-2 Vaccine in Healthy Adults Aged 18-59 Years: A Randomised, Double-Blind, Placebo-Controlled, Phase 1/2 Clinical Trial"
984,Neutralizing Antibodies Against Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Variants Induced by Natural Infection or Vaccination: A Systematic Review and Pooled Analysis
985,Immune Profile and Clinical Outcome of Breakthrough Cases After Vaccination With an Inactivated SARS-CoV-2 Vaccine
986,Immune Responses Against SARS-CoV-2 Variants After Heterologous and Homologous ChAdOx1 Ncov-19/BNT162b2 Vaccination
987,Effectiveness of the CoronaVac Vaccine in the Elderly Population During a P.1 Variant-Associated Epidemic of COVID-19 in Brazil: A Test-Negative Case-Control Study
988,"A Third Dose of Inactivated Vaccine Augments the Potency, Breadth, and Duration of Anamnestic Responses Against"
989,Neutralisation of SARS-CoV-2 Lineage P.1 by Antibodies Elicited Through Natural SARS-CoV-2 Infection or Vaccination With an Inactivated SARS-CoV-2 Vaccine: An Immunological Study
990,Infectivity and Immune Escape of the New SARS-CoV-2 Variant of Interest Lambda
991,"Neutralization of Alpha, Gamma, and D614G SARS-CoV-2 Variants by CoronaVac Vaccine-Induced Antibodies"
992,Structural and Functional Ramifications of Antigenic Drift in Recent SARS-CoV-2 Variants
993,CoronaVac Induces Lower Neutralising Activity Against Variants of Concern Than Natural Infection
994,Neutralizing Activity of BNT162b2-Elicited Serum
995,BNT162b2-Elicited Neutralization of B.1.617 and Other SARS-CoV-2 Variants
996,Reduced Sensitivity of SARS-CoV-2 Variant Delta to Antibody Neutralization
997,Development of Neutralizing Antibody Responses Against SARS-CoV-2 in COVID-19 Patients
998,Impact of SARS-CoV-2 Variants on the Total CD4+ and CD8+ T Cell Reactivity in Infected or Vaccinated Individuals
999,Cord blood antibody following maternal SARS-CoV-2 inactive vaccine (CoronaVac) administration during the pregnancy
1000,WHO coronavirus disease (COVID-19) dashboard
1001,"Pregnancy, viral infection, and COVID-19"
1002,Characteristics of symptomatic women of reproductive age with laboratory-confirmed SARS-CoV-2 infection by pregnancy status -United States
1003,COVID-19 vaccines: interim clinical considerations for use of COVID-19 vaccines currently authorized in the United States
1004,"The coronavirus disease 2019 vaccine in pregnancy: risks, benefits, and recommendations"
1005,In-terim guidance for COVID-19 vaccination in children and adolescents
1006,CoV-2 IgG II. FDA emergency use authorization instructions manuscript
1007,Newborn antibodies to SARS-CoV-2 detected in cord blood after maternal vaccination -a case report. C Pediatr
1008,Cord blood antibodies following maternal COVID-19 vaccination during pregnancy
1009,Assessment of maternal and neonatal cord blood SARS-CoV-2 antibodies and placental transfer ratios. MA Pediatr
1010,Antibodies in the breast milk of a maternal woman with COVID-19. Emerg Microbes Infect
1011,SARS-CoV-2-specific antibodies in breast milk after COVID-19 vaccination of breastfeeding women
1012,Preliminary findings of mRNA Covid-19 vaccine safety in pregnant persons
1013,"Infectious diseases society of America. Immunization programs for infants, children, adolescents, and adults: clinical practice guidelines by the infectious diseases society of America"
1014,"Challenges in ensuring global access to COVID-19 vaccines: production, affordability, allocation, and deployment"
1015,COVID-19 Vaccination Programme
1016,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study"
1017,Factors associated with COVID-19-related death in people with rheumatic diseases: results from the COVID-19 global rheumatology alliance physician-reported registry
1018,view points on SARS-CoV-2 vaccination in patients with RMDs
1019,Safety of the first dose of SARS-CoV-2 vaccination in solid organ transplant recipients
1020,COVID-19) vaccination information for public health professionals
